"family","species","species_ebird_url","catalog_ID","sound_file","common.name","original_species_name","observations","behaviors","age_and_sex","file_url"
"Ardeidae","Egretta garzetta","https://ebird.org/species/litegr1",2233,"Egretta_garzetta-ML2233.wav","Little Egret (Western)","Egretta garzetta garzetta",NA,"Call",NA,"https://macaulaylibrary.org/asset/2233"
"Balaenicipitidae","Balaeniceps rex","https://ebird.org/species/shoebi1",2285,"Balaeniceps_rex-ML2285.wav","Shoebill","Balaeniceps rex",NA,"Call; Non-vocal","Unknown – 1","https://macaulaylibrary.org/asset/2285"
"Ciconiidae","Anastomus lamelligerus","https://ebird.org/species/afrope1",2288,"Anastomus_lamelligerus-ML2288.wav","African Openbill","Anastomus lamelligerus",NA,"Call",NA,"https://macaulaylibrary.org/asset/2288"
"Ciconiidae","Ciconia abdimii","https://ebird.org/species/abdsto1",2290,"Ciconia_abdimii-ML2290.wav","Abdim's Stork","Ciconia abdimii",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/2290"
"Ciconiidae","Ciconia ciconia","https://ebird.org/species/whisto1",2291,"Ciconia_ciconia-ML2291.wav","White Stork","Ciconia ciconia",NA,"Non-vocal",NA,"https://macaulaylibrary.org/asset/2291"
"Ciconiidae","Ephippiorhynchus senegalensis","https://ebird.org/species/sabsto1",2292,"Ephippiorhynchus_senegalensis-ML2292.wav","Saddle-billed Stork","Ephippiorhynchus senegalensis",NA,"Call","Adult – 1; Juvenile – 1","https://macaulaylibrary.org/asset/2292"
"Cracidae","Ortalis cinereiceps","https://ebird.org/species/grhcha1",2309,"Ortalis_cinereiceps-ML2309.wav","Gray-headed Chachalaca","Ortalis cinereiceps",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/2309"
"Cracidae","Ortalis leucogastra","https://ebird.org/species/whbcha1",2365,"Ortalis_leucogastra-ML2365.wav","White-bellied Chachalaca","Ortalis leucogastra",NA,"Song","Unknown – 9","https://macaulaylibrary.org/asset/2365"
"Ciconiidae","Leptoptilos crumenifer","https://ebird.org/species/marsto1",2402,"Leptoptilos_crumenifer-ML2402.wav","Marabou Stork","Leptoptilos crumenifer",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/2402"
"Ciconiidae","Mycteria ibis","https://ebird.org/species/yebsto1",2411,"Mycteria_ibis-ML2411.wav","Yellow-billed Stork","Mycteria ibis",NA,"Call; Courtship, Display, or Copulation","Adult – 2","https://macaulaylibrary.org/asset/2411"
"Threskiornithidae","Eudocimus ruber","https://ebird.org/species/scaibi",2422,"Eudocimus_ruber-ML2422.wav","Scarlet Ibis","Eudocimus ruber",NA,"Call",NA,"https://macaulaylibrary.org/asset/2422"
"Threskiornithidae","Nipponia nippon","https://ebird.org/species/creibi1",2428,"Nipponia_nippon-ML2428.wav","Crested Ibis","Nipponia nippon",NA,"Call",NA,"https://macaulaylibrary.org/asset/2428"
"Threskiornithidae","Platalea alba","https://ebird.org/species/afrspo1",2429,"Platalea_alba-ML2429.wav","African Spoonbill","Platalea alba",NA,"Call",NA,"https://macaulaylibrary.org/asset/2429"
"Phasianidae","Bambusicola thoracicus","https://ebird.org/species/chbpar3",2562,"Bambusicola_thoracicus-ML2562.wav","Chinese Bamboo-Partridge","Bambusicola thoracicus",NA,"Song",NA,"https://macaulaylibrary.org/asset/2562"
"Odontophoridae","Dendrortyx leucophrys","https://ebird.org/species/bcwpar1",2643,"Dendrortyx_leucophrys-ML2643.wav","Buffy-crowned Wood-Partridge","Dendrortyx leucophrys",NA,"Call","Adult Male – 5","https://macaulaylibrary.org/asset/2643"
"Phasianidae","Pternistis rufopictus","https://ebird.org/species/gybfra1",2663,"Pternistis_rufopictus-ML2663.wav","Gray-breasted Francolin","Pternistis rufopictus",NA,"Call",NA,"https://macaulaylibrary.org/asset/2663"
"Phasianidae","Ortygornis sephaena","https://ebird.org/species/crefra2",2666,"Ortygornis_sephaena-ML2666.wav","Crested Francolin","Ortygornis sephaena",NA,NA,NA,"https://macaulaylibrary.org/asset/2666"
"Phasianidae","Gallus gallus","https://ebird.org/species/redjun1",2669,"Gallus_gallus-ML2669.wav","Red Junglefowl (Domestic type)","Gallus gallus (Domestic type)",NA,"Call; Courtship, Display, or Copulation; Foraging or Eating","Adult Male – 1","https://macaulaylibrary.org/asset/2669"
"Gruidae","Balearica regulorum","https://ebird.org/species/grccra1",2735,"Balearica_regulorum-ML2735.wav","Gray Crowned-Crane","Balearica regulorum",NA,NA,NA,"https://macaulaylibrary.org/asset/2735"
"Rallidae","Aramides axillaris","https://ebird.org/species/rnwrai1",2793,"Aramides_axillaris-ML2793.wav","Rufous-necked Wood-Rail","Aramides axillaris",NA,"Song",NA,"https://macaulaylibrary.org/asset/2793"
"Rallidae","Aramides albiventris","https://ebird.org/species/runwor1",2794,"Aramides_albiventris-ML2794.wav","Russet-naped Wood-Rail","Aramides albiventris",NA,NA,"Unknown – 1","https://macaulaylibrary.org/asset/2794"
"Rallidae","Fulica cristata","https://ebird.org/species/rekcoo1",2822,"Fulica_cristata-ML2822.wav","Red-knobbed Coot","Fulica cristata",NA,NA,NA,"https://macaulaylibrary.org/asset/2822"
"Rallidae","Gallinula chloropus","https://ebird.org/species/commoo3",2829,"Gallinula_chloropus-ML2829.wav","Eurasian Moorhen","Gallinula chloropus",NA,"Call",NA,"https://macaulaylibrary.org/asset/2829"
"Rallidae","Porphyrio martinica","https://ebird.org/species/purgal2",2855,"Porphyrio_martinica-ML2855.wav","Purple Gallinule","Porphyrio martinica",NA,NA,NA,"https://macaulaylibrary.org/asset/2855"
"Rallidae","Rallus crepitans","https://ebird.org/species/clarai1",2895,"Rallus_crepitans-ML2895.wav","Clapper Rail (Atlantic Coast)","Rallus crepitans crepitans/waynei",NA,"Call","Unknown – 1","https://macaulaylibrary.org/asset/2895"
"Rallidae","Tribonyx mortierii","https://ebird.org/species/tanhen1",2902,"Tribonyx_mortierii-ML2902.wav","Tasmanian Nativehen","Tribonyx mortierii",NA,"Call",NA,"https://macaulaylibrary.org/asset/2902"
"Dromadidae","Dromas ardeola","https://ebird.org/species/craplo1",2916,"Dromas_ardeola-ML2916.wav","Crab-Plover","Dromas ardeola",NA,"Call",NA,"https://macaulaylibrary.org/asset/2916"
"Haematopodidae","Haematopus finschi","https://ebird.org/species/soioys1",2923,"Haematopus_finschi-ML2923.wav","South Island Oystercatcher","Haematopus finschi",NA,"Call",NA,"https://macaulaylibrary.org/asset/2923"
"Haematopodidae","Haematopus unicolor","https://ebird.org/species/varoys1",2927,"Haematopus_unicolor-ML2927.wav","Variable Oystercatcher","Haematopus unicolor",NA,"Call",NA,"https://macaulaylibrary.org/asset/2927"
"Recurvirostridae","Himantopus novaezelandiae","https://ebird.org/species/blasti1",2960,"Himantopus_novaezelandiae-ML2960.wav","Black Stilt","Himantopus novaezelandiae",NA,"Call; Courtship, Display, or Copulation; Flying",NA,"https://macaulaylibrary.org/asset/2960"
"Charadriidae","Anarhynchus frontalis","https://ebird.org/species/wrybil1",2974,"Anarhynchus_frontalis-ML2974.wav","Wrybill","Anarhynchus frontalis",NA,"Call",NA,"https://macaulaylibrary.org/asset/2974"
"Charadriidae","Charadrius bicinctus","https://ebird.org/species/dobplo1",2978,"Charadrius_bicinctus-ML2978.wav","Double-banded Plover","Charadrius bicinctus",NA,"Call",NA,"https://macaulaylibrary.org/asset/2978"
"Charadriidae","Pluvialis fulva","https://ebird.org/species/pagplo",3024,"Pluvialis_fulva-ML3024.wav","Pacific Golden-Plover","Pluvialis fulva",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/3024"
"Cuculidae","Centropus grillii","https://ebird.org/species/blacou1",3084,"Centropus_grillii-ML3084.wav","Black Coucal","Centropus grillii",NA,"Call",NA,"https://macaulaylibrary.org/asset/3084"
"Scolopacidae","Gallinago hardwickii","https://ebird.org/species/latsni1",3149,"Gallinago_hardwickii-ML3149.wav","Latham's Snipe","Gallinago hardwickii",NA,"Flying",NA,"https://macaulaylibrary.org/asset/3149"
"Scolopacidae","Gallinago nemoricola","https://ebird.org/species/woosni1",3150,"Gallinago_nemoricola-ML3150.wav","Wood Snipe","Gallinago nemoricola",NA,"Courtship, Display, or Copulation; Flying; Non-vocal; Song",NA,"https://macaulaylibrary.org/asset/3150"
"Scolopacidae","Gallinago nigripennis","https://ebird.org/species/afrsni1",3151,"Gallinago_nigripennis-ML3151.wav","African Snipe","Gallinago nigripennis",NA,"Call; Flying; Non-vocal",NA,"https://macaulaylibrary.org/asset/3151"
"Scolopacidae","Phalaropus lobatus","https://ebird.org/species/renpha",3204,"Phalaropus_lobatus-ML3204.wav","Red-necked Phalarope","Phalaropus lobatus",NA,"Call",NA,"https://macaulaylibrary.org/asset/3204"
"Laridae","Anous stolidus","https://ebird.org/species/brnnod",3267,"Anous_stolidus-ML3267.wav","Brown Noddy","Anous stolidus",NA,"Call",NA,"https://macaulaylibrary.org/asset/3267"
"Laridae","Leucophaeus atricilla","https://ebird.org/species/laugul",3301,"Leucophaeus_atricilla-ML3301.wav","Laughing Gull","Leucophaeus atricilla",NA,"Call",NA,"https://macaulaylibrary.org/asset/3301"
"Laridae","Chroicocephalus bulleri","https://ebird.org/species/blbgul1",3306,"Chroicocephalus_bulleri-ML3306.wav","Black-billed Gull","Chroicocephalus bulleri",NA,"Call",NA,"https://macaulaylibrary.org/asset/3306"
"Laridae","Larus crassirostris","https://ebird.org/species/bktgul",3326,"Larus_crassirostris-ML3326.wav","Black-tailed Gull","Larus crassirostris",NA,NA,"Adult – 1; Immature – 1","https://macaulaylibrary.org/asset/3326"
"Laridae","Ichthyaetus hemprichii","https://ebird.org/species/soogul2",3352,"Ichthyaetus_hemprichii-ML3352.wav","Sooty Gull","Ichthyaetus hemprichii",NA,"Call",NA,"https://macaulaylibrary.org/asset/3352"
"Laridae","Anous albivitta","https://ebird.org/species/grynod1",3386,"Anous_albivitta-ML3386.wav","Gray Noddy","Anous albivitta",NA,"Call; Courtship, Display, or Copulation",NA,"https://macaulaylibrary.org/asset/3386"
"Laridae","Chlidonias albostriatus","https://ebird.org/species/blfter1",3397,"Chlidonias_albostriatus-ML3397.wav","Black-fronted Tern","Chlidonias albostriatus",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/3397"
"Anatidae","Anser cygnoides","https://ebird.org/species/swagoo1",3507,"Anser_cygnoides-ML3507.wav","Swan Goose","Anser cygnoides",NA,"Call","Adult Male – 1; Adult – 3","https://macaulaylibrary.org/asset/3507"
"Anatidae","Anser erythropus","https://ebird.org/species/lwfgoo",3511,"Anser_erythropus-ML3511.wav","Lesser White-fronted Goose","Anser erythropus",NA,"Call",NA,"https://macaulaylibrary.org/asset/3511"
"Anatidae","Anser indicus","https://ebird.org/species/bahgoo",3517,"Anser_indicus-ML3517.wav","Bar-headed Goose","Anser indicus",NA,"Call","Unknown – 13","https://macaulaylibrary.org/asset/3517"
"Anatidae","Aythya novaeseelandiae","https://ebird.org/species/nezsca1",3536,"Aythya_novaeseelandiae-ML3536.wav","New Zealand Scaup","Aythya novaeseelandiae",NA,"Call; Courtship, Display, or Copulation",NA,"https://macaulaylibrary.org/asset/3536"
"Anatidae","Branta bernicla","https://ebird.org/species/atlbra1",3539,"Branta_bernicla-ML3539.wav","Brant (Atlantic)","Branta bernicla hrota",NA,"Call",NA,"https://macaulaylibrary.org/asset/3539"
"Muscicapidae","Brachypteryx stellata","https://ebird.org/species/gousho1",3601,"Brachypteryx_stellata-ML3601.wav","Gould's Shortwing","Brachypteryx stellata",NA,NA,NA,"https://macaulaylibrary.org/asset/3601"
"Anatidae","Bucephala albeola","https://ebird.org/species/buffle",3706,"Bucephala_albeola-ML3706.wav","Bufflehead","Bucephala albeola",NA,NA,"Adult Female – 1","https://macaulaylibrary.org/asset/3706"
"Anatidae","Hymenolaimus malacorhynchos","https://ebird.org/species/bluduc1",3783,"Hymenolaimus_malacorhynchos-ML3783.wav","Blue Duck","Hymenolaimus malacorhynchos",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/3783"
"Anatidae","Netta erythrophthalma","https://ebird.org/species/soupoc1",3787,"Netta_erythrophthalma-ML3787.wav","Southern Pochard","Netta erythrophthalma",NA,"Flying",NA,"https://macaulaylibrary.org/asset/3787"
"Alcidae","Cepphus carbo","https://ebird.org/species/spegui1",3854,"Cepphus_carbo-ML3854.wav","Spectacled Guillemot","Cepphus carbo",NA,"Song",NA,"https://macaulaylibrary.org/asset/3854"
"Alcidae","Fratercula cirrhata","https://ebird.org/species/tufpuf",3863,"Fratercula_cirrhata-ML3863.wav","Tufted Puffin","Fratercula cirrhata",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/3863"
"Alcidae","Ptychoramphus aleuticus","https://ebird.org/species/casauk",3864,"Ptychoramphus_aleuticus-ML3864.wav","Cassin's Auklet","Ptychoramphus aleuticus",NA,"Call",NA,"https://macaulaylibrary.org/asset/3864"
"Columbidae","Columba delegorguei","https://ebird.org/species/delpig1",3877,"Columba_delegorguei-ML3877.wav","Delegorgue's Pigeon","Columba delegorguei",NA,"Call",NA,"https://macaulaylibrary.org/asset/3877"
"Columbidae","Columba pulchricollis","https://ebird.org/species/aswpig1",3904,"Columba_pulchricollis-ML3904.wav","Ashy Wood-Pigeon","Columba pulchricollis",NA,"Flying",NA,"https://macaulaylibrary.org/asset/3904"
"Cacatuidae","Nymphicus hollandicus","https://ebird.org/species/cockat",4066,"Nymphicus_hollandicus-ML4066.wav","Cockatiel","Nymphicus hollandicus",NA,"Call","Adult – 40","https://macaulaylibrary.org/asset/4066"
"Anatidae","Oxyura maccoa","https://ebird.org/species/macduc1",4103,"Oxyura_maccoa-ML4103.wav","Maccoa Duck","Oxyura maccoa",NA,"Courtship, Display, or Copulation",NA,"https://macaulaylibrary.org/asset/4103"
"Anatidae","Tadorna variegata","https://ebird.org/species/parshe1",4128,"Tadorna_variegata-ML4128.wav","Paradise Shelduck","Tadorna variegata",NA,"Call","Adult – 2","https://macaulaylibrary.org/asset/4128"
"Accipitridae","Buteo platypterus","https://ebird.org/species/brwhaw",4308,"Buteo_platypterus-ML4308.wav","Broad-winged Hawk","Buteo platypterus",NA,"Call; Flying","Adult – 1","https://macaulaylibrary.org/asset/4308"
"Accipitridae","Buteo augur","https://ebird.org/species/augbuz1",4311,"Buteo_augur-ML4311.wav","Augur Buzzard","Buteo augur",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/4311"
"Accipitridae","Circus ranivorus","https://ebird.org/species/afmhar1",4318,"Circus_ranivorus-ML4318.wav","African Marsh-Harrier","Circus ranivorus",NA,"Call","Adult – 1","https://macaulaylibrary.org/asset/4318"
"Accipitridae","Circus hudsonius","https://ebird.org/species/norhar2",4321,"Circus_hudsonius-ML4321.wav","Northern Harrier","Circus hudsonius",NA,"Call","Adult Female – 1","https://macaulaylibrary.org/asset/4321"
"Accipitridae","Haliaeetus vocifer","https://ebird.org/species/affeag1",4344,"Haliaeetus_vocifer-ML4344.wav","African Fish-Eagle","Haliaeetus vocifer",NA,"Call","Adult – 2","https://macaulaylibrary.org/asset/4344"
"Accipitridae","Kaupifalco monogrammicus","https://ebird.org/species/lizbuz1",4350,"Kaupifalco_monogrammicus-ML4350.wav","Lizard Buzzard","Kaupifalco monogrammicus",NA,"Song","Unknown – 1","https://macaulaylibrary.org/asset/4350"
"Strigidae","Megascops seductus","https://ebird.org/species/basowl",4468,"Megascops_seductus-ML4468.wav","Balsas Screech-Owl","Megascops seductus",NA,"Song",NA,"https://macaulaylibrary.org/asset/4468"
"Strigidae","Asio clamator","https://ebird.org/species/strowl1",4514,"Asio_clamator-ML4514.wav","Striped Owl","Asio clamator",NA,"Call",NA,"https://macaulaylibrary.org/asset/4514"
"Strigidae","Strix leptogrammica","https://ebird.org/species/brwowl1",4541,"Strix_leptogrammica-ML4541.wav","Brown Wood-Owl","Strix leptogrammica",NA,NA,NA,"https://macaulaylibrary.org/asset/4541"
"Steatornithidae","Steatornis caripensis","https://ebird.org/species/oilbir1",4559,"Steatornis_caripensis-ML4559.wav","Oilbird","Steatornis caripensis",NA,"Call",NA,"https://macaulaylibrary.org/asset/4559"
"Caprimulgidae","Antrostomus salvini","https://ebird.org/species/tacnig1",4937,"Antrostomus_salvini-ML4937.wav","Tawny-collared Nightjar","Antrostomus salvini",NA,NA,NA,"https://macaulaylibrary.org/asset/4937"
"Fringillidae","Chlorodrepanis stejnegeri","https://ebird.org/species/kauama",5028,"Chlorodrepanis_stejnegeri-ML5028.wav","Kauai Amakihi","Chlorodrepanis stejnegeri",NA,"Call; Foraging or Eating; Song",NA,"https://macaulaylibrary.org/asset/5028"
"Fringillidae","Loxops caeruleirostris","https://ebird.org/species/akekee",5038,"Loxops_caeruleirostris-ML5038.wav","Akekee","Loxops caeruleirostris",NA,"Call; Song","Adult Male – 1","https://macaulaylibrary.org/asset/5038"
"Monarchidae","Chasiempis sclateri","https://ebird.org/species/elepai5",5041,"Chasiempis_sclateri-ML5041.wav","Kauai Elepaio","Chasiempis sclateri",NA,"Call; Song","Adult Male – 1","https://macaulaylibrary.org/asset/5041"
"Fringillidae","Magumma parva","https://ebird.org/species/aniani",5051,"Magumma_parva-ML5051.wav","Anianiau","Magumma parva",NA,"Call; Song","Adult Male – 1","https://macaulaylibrary.org/asset/5051"
"Fringillidae","Oreomystis bairdi","https://ebird.org/species/akikik",5055,"Oreomystis_bairdi-ML5055.wav","Akikiki","Oreomystis bairdi",NA,"Call; Foraging or Eating; Song","Adult – 1","https://macaulaylibrary.org/asset/5055"
"Fringillidae","Melamprosops phaeosoma","https://ebird.org/species/poouli",5125,"Melamprosops_phaeosoma-ML5125.wav","Poo-uli","Melamprosops phaeosoma",NA,"Call; Foraging or Eating","Adult – 1","https://macaulaylibrary.org/asset/5125"
"Fringillidae","Chlorodrepanis virens","https://ebird.org/species/hawama",5129,"Chlorodrepanis_virens-ML5129.wav","Hawaii Amakihi","Chlorodrepanis virens",NA,"Call; Foraging or Eating; Song","Adult – 1","https://macaulaylibrary.org/asset/5129"
"Fringillidae","Hemignathus wilsoni","https://ebird.org/species/akiapo",5185,"Hemignathus_wilsoni-ML5185.wav","Akiapolaau","Hemignathus wilsoni",NA,"Song","Adult Male – 1","https://macaulaylibrary.org/asset/5185"
"Phasianidae","Pternistis erckelii","https://ebird.org/species/ercfra",5191,"Pternistis_erckelii-ML5191.wav","Erckel's Francolin","Pternistis erckelii",NA,"Call","Adult Male – 1","https://macaulaylibrary.org/asset/5191"
"Accipitridae","Buteo solitarius","https://ebird.org/species/hawhaw",5197,"Buteo_solitarius-ML5197.wav","Hawaiian Hawk","Buteo solitarius",NA,"Call; Dawn Song",NA,"https://macaulaylibrary.org/asset/5197"
"Fringillidae","Loxops mana","https://ebird.org/species/hawcre",5279,"Loxops_mana-ML5279.wav","Hawaii Creeper","Loxops mana",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/5279"
"Phasianidae","Lophura leucomelanos","https://ebird.org/species/kalphe",5291,"Lophura_leucomelanos-ML5291.wav","Kalij Pheasant","Lophura leucomelanos",NA,NA,NA,"https://macaulaylibrary.org/asset/5291"
"Ardeidae","Egretta sacra","https://ebird.org/species/pacreh1",5374,"Egretta_sacra-ML5374.wav","Pacific Reef-Heron","Egretta sacra",NA,"Call","Adult – 2","https://macaulaylibrary.org/asset/5374"
"Laridae","Onychoprion anaethetus","https://ebird.org/species/briter1",5382,"Onychoprion_anaethetus-ML5382.wav","Bridled Tern","Onychoprion anaethetus",NA,"Call; Flying",NA,"https://macaulaylibrary.org/asset/5382"
"Procellariidae","Puffinus bailloni","https://ebird.org/species/troshe3",5384,"Puffinus_bailloni-ML5384.wav","Tropical Shearwater (Indopacific)","Puffinus bailloni [dichrous Group]",NA,"Call; Song",NA,"https://macaulaylibrary.org/asset/5384"
"Rhipiduridae","Rhipidura rufifrons","https://ebird.org/species/ruffan5",5637,"Rhipidura_rufifrons-ML5637.wav","Rufous Fantail (Guam)","Rhipidura rufifrons uraniae",NA,"Song",NA,"https://macaulaylibrary.org/asset/5637"
